Year,State Name,Ozone Average,Carbon Average,Nitrogen Average,Sulfur Average,PM2.5 Average,PM10 Average,Ozone AQI,Carbon AQI,Nitrogen AQI,Sulfur AQI,PM2.5 AQI,PM10 AQI,Overall AQI,Population
2022,Minnesota,0,0.3,11,1,5.5,19.1,0,3,10,1,31,17,31,5714.3
2022,Mississippi,0,0.1,6,0,8.5,19.5,0,1,6,0,47,18,47,2938.928
2022,Missouri,0,0.3,14,10,8.1,23.7,0,3,13,14,45,22,45,6177.168
2022,Montana,0,0.2,3,1,7.6,18.1,0,2,3,1,42,16,42,1122.878
2022,Nebraska,0,0.2,0,2,5.0,22.6,0,2,0,3,28,21,28,1968.06
2022,Nevada,0,0.3,21,1,6.1,26.9,0,3,20,1,34,24,34,3177.421
2022,New Hampshire,0,0.1,3,1,4.8,12.0,0,1,3,1,27,11,27,1399.003
2022,New Jersey,0,0.4,18,1,7.3,0.0,0,5,17,1,41,0,41,9260.817
2022,New Mexico,0,0.2,10,1,6.6,31.1,0,2,9,1,37,28,37,2113.476
2022,New York,0,0.2,17,1,6.5,0.0,0,2,16,1,36,0,36,19673.2
2022,North Carolina,0,0.3,10,1,7.1,13.0,0,3,9,1,39,12,39,10695.965
2022,North Dakota,0,0.1,4,2,5.9,15.5,0,1,4,3,33,14,33,778.912
2022,Ohio,0,0.2,14,1,8.7,18.7,0,2,13,1,48,17,48,11759.697
2022,Oklahoma,0,0.3,12,1,8.4,20.8,0,3,11,1,47,19,47,4019.271
2022,Oregon,0,0.2,12,1,10.8,21.0,0,2,11,1,54,19,54,4239.379
2022,Pennsylvania,0,0.3,11,2,8.0,14.8,0,3,10,3,44,13,44,12972.091
2022,Rhode Island,0,0.3,13,0,5.4,0.0,0,3,12,0,30,0,30,1093.842
2022,South Carolina,0,0.2,8,0,7.6,15.7,0,2,8,0,42,14,42,5282.955
2022,South Dakota,0,0.2,5,0,4.7,19.5,0,2,5,0,26,18,26,909.869
2022,Tennessee,0,0.3,10,3,7.7,18.2,0,3,9,4,43,17,43,7048.976
2022,Texas,0,0.3,11,3,8.6,51.3,0,3,10,4,48,47,48,30029.848
2022,Utah,0,0.2,13,1,7.1,22.4,0,2,12,1,39,20,39,3381.236
2022,Vermont,0,0.1,11,0,5.6,0.0,0,1,10,0,31,0,31,647.11
2022,Virginia,0,0.2,11,1,7.4,14.0,0,2,10,1,41,13,41,8679.099
2022,Washington,0,0.2,19,0,8.4,18.1,0,2,18,0,47,16,47,7784.477
2022,West Virginia,0,0.2,0,2,9.4,15.5,0,2,0,3,52,14,52,1774.035
2022,Wisconsin,0,0.2,11,1,6.7,16.2,0,2,10,1,37,15,37,5890.543
2022,Wyoming,0,0.1,5,1,4.0,12.6,0,1,5,1,22,11,22,581.629
2022,Puerto Rico,0,0.2,7,1,0.0,25.1,0,2,7,1,0,23,23,
2022,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2022,Country Of Mexico,0,0.0,0,0,15.0,49.9,0,0,0,0,62,45,62,
2023,Alabama,0,0.2,15,2,8.4,19.9,0,2,14,3,47,18,47,5108.468
2023,Alaska,0,0.3,0,2,4.5,11.6,0,3,0,3,25,11,25,733.406
2023,Arizona,0,0.3,20,2,7.3,32.0,0,3,19,3,41,29,41,7431.344
2023,Arkansas,0,0.4,6,1,11.0,0.0,0,5,6,1,55,0,55,3067.732
2023,California,0,0.3,13,1,7.7,25.2,0,3,12,1,43,23,43,38965.193
2023,Colorado,0,0.3,12,2,6.0,19.0,0,3,11,3,33,17,33,5877.61
2023,Connecticut,0,0.3,16,0,7.5,14.9,0,3,15,0,42,14,42,3617.176
2023,Delaware,0,0.0,14,0,8.9,0.0,0,0,13,0,49,0,49,1031.89
2023,District Of Columbia,0,0.3,16,1,8.7,17.7,0,3,15,1,48,16,48,
2023,Florida,0,0.3,12,2,7.1,18.5,0,3,11,3,39,17,39,22610.726
2023,Georgia,0,0.5,19,2,10.0,18.4,0,6,18,3,53,17,53,11029.227
2023,Hawaii,0,0.1,6,3,3.3,14.5,0,1,6,4,18,13,18,1435.138
2023,Idaho,0,0.2,15,4,0.0,45.4,0,2,14,6,0,41,41,1964.726
2023,Illinois,0,0.2,18,2,9.1,29.2,0,2,17,3,51,27,51,12549.689
2023,Indiana,0,0.3,11,2,10.4,21.0,0,3,10,3,53,19,53,6862.199
2023,Iowa,0,0.2,6,1,10.8,34.9,0,2,6,1,54,32,54,3207.004
2023,Kansas,0,0.1,8,0,8.1,24.7,0,1,8,0,45,22,45,2940.546
2023,Kentucky,0,0.3,11,1,8.5,20.3,0,3,10,1,47,18,47,4526.154
2023,Louisiana,0,0.3,9,2,9.0,19.7,0,3,8,3,50,18,50,4573.749
2023,Maine,0,0.2,7,0,6.2,14.4,0,2,7,0,34,13,34,1395.722
2023,Maryland,0,0.2,14,0,7.0,0.0,0,2,13,0,39,0,39,6180.253
2023,Massachusetts,0,0.3,11,0,7.0,13.7,0,3,10,0,39,12,39,7001.399
2023,Michigan,0,0.3,15,2,10.8,20.1,0,3,14,3,54,18,54,10037.261
2023,Minnesota,0,0.3,11,1,7.9,21.8,0,3,10,1,44,20,44,5737.915
2023,Mississippi,0,0.2,7,0,10.0,20.5,0,2,7,0,53,19,53,2939.69
2023,Missouri,0,0.3,14,10,9.6,24.7,0,3,13,14,52,22,52,6196.156
2023,Montana,0,0.2,3,2,7.6,18.6,0,2,3,3,42,17,42,1132.812
2023,Nebraska,0,0.2,0,2,7.2,21.1,0,2,0,3,40,19,40,1978.379
2023,Nevada,0,0.3,20,1,5.1,21.0,0,3,19,1,28,19,28,3194.176
2023,New Hampshire,0,0.2,4,1,5.9,11.2,0,2,4,1,33,10,33,1402.054
2023,New Jersey,0,0.4,18,1,8.8,0.0,0,5,17,1,49,0,49,9290.841
2023,New Mexico,0,0.2,11,39,5.9,27.6,0,2,10,55,33,25,55,2114.371
2023,New York,0,0.2,16,1,8.0,0.0,0,2,15,1,44,0,44,19571.216
2023,North Carolina,0,0.3,10,0,8.6,13.9,0,3,9,0,48,13,48,10835.491
2023,North Dakota,0,0.2,5,2,9.9,17.5,0,2,5,3,52,16,52,783.926
2023,Ohio,0,0.2,14,2,10.6,21.2,0,2,13,3,54,19,54,11785.935
2023,Oklahoma,0,0.4,11,1,8.8,22.8,0,5,10,1,49,21,49,4053.824
2023,Oregon,0,0.2,11,1,8.5,12.5,0,2,10,1,47,11,47,4233.358
2023,Pennsylvania,0,0.3,13,2,9.7,16.6,0,3,12,3,52,15,52,12961.683
2023,Rhode Island,0,0.3,12,0,7.0,0.0,0,3,11,0,39,0,39,1095.962
2023,South Carolina,0,0.1,8,0,8.7,16.3,0,1,8,0,48,15,48,5373.555
2023,South Dakota,0,0.2,9,0,7.1,20.3,0,2,8,0,39,18,39,919.318
2023,Tennessee,0,0.3,11,3,8.8,19.8,0,3,10,4,49,18,49,7126.489
2023,Texas,0,0.3,11,2,9.2,31.0,0,3,10,3,51,28,51,30503.301
2023,Utah,0,0.2,12,1,7.1,17.9,0,2,11,1,39,16,39,3417.734
2023,Vermont,0,0.2,9,0,6.3,0.0,0,2,8,0,35,0,35,647.464
2023,Virginia,0,0.3,12,1,8.3,15.9,0,3,11,1,46,14,46,8715.698
2023,Washington,0,0.2,18,1,7.4,18.7,0,2,17,1,41,17,41,7812.88
2023,West Virginia,0,0.2,0,2,10.1,18.1,0,2,0,3,53,16,53,1770.071
2023,Wisconsin,0,0.2,10,1,9.2,18.6,0,2,9,1,51,17,51,5910.955
2023,Wyoming,0,0.1,5,1,3.8,11.3,0,1,5,1,21,10,21,584.057
2023,Puerto Rico,0,0.2,9,1,4.0,40.1,0,2,8,1,22,37,37,
2023,Virgin Islands,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2023,Country Of Mexico,0,0.0,0,0,12.6,54.4,0,0,0,0,58,50,58,
